X,Y,Z,RES
0.7845,0.3138,9.3359,9.374056725879145
0.7845,0.3138,9.4928,9.53032856359108
0.7845,0.3138,9.2575,9.295978535904652
0.5492,0.1569,9.3359,9.353355925014295
0.7845,0.4707,8.7868,8.834299801342492
0.863,0.2354,9.0221,9.06633721907585
0.7845,0.2354,9.5713,9.606281127470714
0.863,0.3138,9.4144,9.459078538631552
0.4707,0.3923,9.7282,9.747478290306677
0.4707,0.4707,9.8851,9.907488026235509
0.7061,0.2354,9.4928,9.521934793412525
0.863,0.2354,9.4928,9.534853643344507
0.6276,0.2354,9.4928,9.516435612139663
0.3923,0.3138,9.6497,9.662767710133572
0.7061,0.7061,9.3359,9.389152423408623
0.9414,0.0,8.7868,8.837085956354617
0.9414,0.2354,9.0221,9.074135525216715
0.9414,0.1569,9.6497,9.696780994742532
0.9414,0.0,9.4144,9.461350924683009
0.6276,0.0,9.2575,9.278749269702248
0.3923,0.1569,9.2575,9.26713672878522
0.7845,0.1569,9.5713,9.604678107568208
0.9414,0.3138,9.4928,9.544524935270482
0.7061,0.3923,8.9437,8.98010279395509
0.3923,0.1569,9.4144,9.423876286327193
0.863,0.0,9.5713,9.610127610495088
0.863,0.1569,9.4144,9.455173925951865
0.6276,0.2354,9.4928,9.516435612139663
0.863,0.0,9.7282,9.766403854029383
0.863,0.0,9.4144,9.453872030020293
0.9414,0.0785,9.4144,9.461676572891298
0.7845,0.2354,9.5713,9.606281127470714
0.7061,0.2354,9.6497,9.67836248856179
0.6276,0.3138,9.9636,9.98827698654778
0.9414,0.0785,8.4729,8.525399147254044
0.6276,0.0785,9.0221,9.04424305400955
0.7845,0.2354,9.4928,9.528069334865275
0.6276,0.3138,9.0221,9.04934476136256
0.863,0.0,9.179,9.219479920255806
0.7845,-0.1569,9.2575,9.292005386890388
0.6276,0.4707,9.3359,9.368802968362608
0.9414,0.1569,9.4928,9.540655292483846
0.863,0.3138,9.5713,9.615249509503121
0.7845,0.3923,9.0221,9.064636117903465
1.2553,0.4707,9.6497,9.742384034208465
1.0199,0.1569,9.4144,9.47078354625424
0.9414,0.2354,9.4144,9.464278867404532
1.1768,0.3138,9.3359,9.415007036109957
0.3138,0.0785,9.4144,9.419955416561164
0.5492,0.0785,9.2575,9.27410853613435
0.7845,0.0785,9.2575,9.291012256476685
0.7845,0.3138,9.4928,9.53032856359108
0.9414,0.1569,9.3359,9.384555417280033
0.863,0.3923,9.3359,9.383906281501325
0.7061,0.7061,9.3359,9.389152423408623
0.7845,0.1569,9.0221,9.05750220921861
0.5492,0.2354,9.4928,9.511586914915934
0.6276,0.3923,9.4928,9.521608734347364
1.1768,0.1569,9.4144,9.488962177709427
0.7061,0.4707,9.179,9.218143885837321
0.863,0.0785,9.2575,9.297969536409548
0.7845,0.3138,10.6696,10.703003076239865
0.863,0.0785,9.5713,9.610448217435023
0.7061,0.1569,9.8066,9.83323946520169
0.4707,0.0,9.4928,9.504462653406557
0.7845,0.1569,9.5713,9.604678107568208
0.863,0.1569,9.3359,9.377015272462769
0.5492,0.3923,8.9437,8.969129813978611
1.1768,-0.3138,9.4928,9.570610248045838
0.7061,0.2354,9.179,9.20912761177735
0.7061,0.2354,9.4144,9.443776666673138
0.863,0.3138,9.4928,9.537111264948104
0.7845,0.0785,9.8066,9.838242020808392
0.7845,0.4707,9.4144,9.458748654023957
0.7061,0.4707,9.4928,9.53065514747019
0.863,0.0,9.4144,9.453872030020293
0.7845,0.1569,9.4144,9.448332404186466
0.4707,0.5492,9.3359,9.363877825986412
0.7845,0.3923,9.2575,9.298959392856815
0.6276,0.7845,9.8066,9.857927042233575
0.863,0.3923,8.8652,8.915741098192568
0.7061,0.2354,9.5713,9.600196563612643
0.9414,0.2354,9.2575,9.30821966704697
0.9414,0.0785,9.4144,9.461676572891298
0.5492,0.4707,9.8851,9.911527689513862
1.5691,0.0,9.5713,9.699064826054109
0.863,0.2354,9.4144,9.456802288300207
0.7061,0.4707,9.4928,9.53065514747019
0.6276,0.6276,9.4144,9.456145667236731
0.9414,0.1569,9.1006,9.15050664881459
0.7845,0.0,9.0221,9.056143144849248
0.4707,0.4707,9.4928,9.516111013434008
0.9414,0.2354,9.7282,9.776478014090758
0.6276,0.3923,9.4928,9.521608734347364
0.863,0.3923,9.0221,9.07176701089705
0.5492,0.2354,9.6497,9.668182036453388
0.9414,0.2354,9.6497,9.698368791193701
0.863,0.1569,9.4928,9.533238612874431
0.7845,0.2354,9.3359,9.371759825134232
1.0199,0.0,9.7282,9.781516817447077
0.7845,0.0,10.2774,10.307297949026214
0.3138,0.1569,9.3359,9.342489864056585
0.9414,0.1569,9.7282,9.774902905400134
0.863,0.3138,9.4144,9.459078538631552
0.7845,0.0785,9.3359,9.369131833313054
0.4707,0.0,9.3359,9.347758410442582
0.5492,0.1569,9.5713,9.588327379684113
0.9414,0.2354,9.4928,9.542269067679868
0.6276,0.3923,9.4928,9.521608734347364
0.6276,0.2354,9.4144,9.438231946715446
0.9414,0.0,9.8066,9.851681964010004
0.6276,0.2354,9.179,9.203441525864116
0.7845,0.2354,9.7282,9.762618944217786
0.863,0.0785,9.3359,9.376031146492636
0.5492,0.7845,9.2575,9.306898900278224
0.863,0.0,9.4928,9.531947379208512
0.863,0.1569,9.8851,9.923940176159869
0.863,0.0785,9.3359,9.376031146492636
0.863,0.3923,9.5713,9.618131418316139
0.7061,0.1569,9.179,9.207455447625039
0.6276,0.3923,9.1006,9.130646275592982
0.7845,0.0,9.6497,9.68153656916091
0.9414,0.0785,9.6497,9.695829325024238
0.7845,0.1569,9.3359,9.370116683905277
1.4122,0.3923,9.8066,9.915523772852344
0.6276,0.4707,8.8652,8.899843329519909
0.7845,0.1569,9.2575,9.292005386890388
0.7845,0.0,9.5713,9.603396479371245
0.7845,0.2354,9.6497,9.684397942050914
0.7845,0.3138,9.4928,9.53032856359108
0.863,0.3138,9.8851,9.927660421771083
1.2553,0.2354,9.4928,9.57833195760097
0.863,0.0,9.4144,9.453872030020293
0.7061,0.1569,9.7282,9.755053565204037
0.7845,0.2354,9.6497,9.684397942050914
0.863,0.0,9.1006,9.141427096465847
0.3138,0.2354,9.2575,9.265807565992292
0.7845,0.2354,9.4144,9.449961945426026
0.7061,0.1569,9.8066,9.83323946520169
0.863,0.0,9.5713,9.610127610495088
1.1768,0.0,9.8066,9.876956099932812
0.6276,0.4707,9.5713,9.603396479371245
0.7061,0.1569,8.9437,8.97290167727252
0.7845,0.1569,9.5713,9.604678107568208
0.6276,0.2354,9.1006,9.125251518725388
0.9414,0.1569,9.6497,9.696780994742532
0.863,0.0,9.5713,9.610127610495088
0.7061,0.1569,9.4144,9.442146057967967
0.6276,0.2354,10.042,10.064345926089782
0.6276,0.2354,9.4928,9.516435612139663
0.863,0.2354,9.6497,9.691072812129727
0.7061,0.2354,8.9437,8.974617543940242
0.7061,0.2354,9.6497,9.67836248856179
0.4707,0.2354,9.4928,9.507377319219009
0.7061,0.1569,10.042,10.068016627916345
0.6276,0.2354,10.042,10.064345926089782
0.7845,0.4707,9.4144,9.458748654023957
0.863,0.3138,9.4144,9.459078538631552
0.5492,0.3138,9.8851,9.905316405345161
0.7061,0.0,9.5713,9.597310086685749
0.7061,0.1569,9.3359,9.363878663780303
0.7845,0.4707,9.4928,9.536784079552184
0.7061,0.2354,9.4928,9.521934793412525
0.3138,0.0785,8.7868,8.79275195430873
0.7061,0.1569,9.7282,9.755053565204037
0.7061,0.9414,9.179,9.254126224014886
0.7845,0.2354,9.5713,9.606281127470714
0.7061,0.3138,9.3359,9.3678213294234
0.7061,0.0,9.3359,9.362564072944975
0.7845,0.1569,9.3359,9.370116683905277
0.863,0.1569,9.179,9.220814910299415
0.7061,0.2354,9.5713,9.600196563612643
0.7845,0.1569,9.4928,9.526453154243715
0.5492,0.7061,9.1006,9.144458333329537
0.6276,0.4707,9.1006,9.134350585016978
0.863,0.0785,9.6497,9.688531433607467
0.6276,0.3138,9.3359,9.362231625526043
0.7061,0.3923,9.6497,9.683449106077854
0.7061,0.4707,9.6497,9.686942024705216
0.6276,0.0,10.2774,10.296544688389401
0.5492,0.3923,10.1205,10.14297984716523
0.6276,0.2354,9.4144,9.438231946715446
0.6276,0.2354,9.4928,9.516435612139663
0.7845,0.4707,9.5713,9.614924983066691
0.6276,0.0,9.5713,9.591854119512035
0.7845,0.1569,9.179,9.21379937159476
0.863,0.1569,9.3359,9.377015272462769
0.7061,0.3923,9.1006,9.136377666230748
0.7061,0.3138,9.5713,9.60243882250754
0.4707,0.0,9.1006,9.112764610698557
0.7845,0.2354,9.3359,9.371759825134232
0.7845,0.1569,9.3359,9.370116683905277
0.7845,0.0785,9.6497,9.681854811450128
0.7845,0.3138,9.8851,9.921144727298357
0.5492,0.9414,9.4144,9.477277138503442
0.7845,0.6276,9.4928,9.545814467608304
0.7845,0.1569,9.2575,9.292005386890388
0.7061,0.3138,9.5713,9.60243882250754
0.6276,0.3923,9.4144,9.443447909000188
0.863,0.0785,9.3359,9.376031146492636
0.9414,0.2354,9.4928,9.542269067679868
1.0983,0.2354,9.3359,9.403228427513607
0.6276,0.3138,9.4144,9.440512674637963
0.7061,0.1569,9.4144,9.442146057967967
0.863,0.2354,8.9437,8.988323083312038
0.7061,0.2354,10.2774,10.304316626055316
0.7845,0.3138,10.042,10.077483549478014
0.7845,0.1569,9.4144,9.448332404186466
0.5492,0.2354,9.4144,9.433343053234099
0.7845,0.0785,9.6497,9.681854811450128
0.863,0.0785,9.6497,9.688531433607467
0.7061,0.0785,9.7282,9.754107580911745
0.863,0.1569,9.5713,9.611408341132949
0.7845,0.1569,9.4928,9.526453154243715
0.6276,0.1569,9.4928,9.514817455421834
0.6276,0.3138,8.8652,8.89292546016214
0.7845,0.0785,8.8652,8.900189522701188
0.3923,0.0,9.5713,9.579336249448602
0.863,0.0785,9.9636,10.001212736963453
0.7061,0.2354,9.5713,9.600196563612643
0.863,0.2354,9.4928,9.534853643344507
0.7061,0.7845,9.4928,9.551296733951888
0.6276,0.5492,9.179,9.216807657752222
0.863,0.2354,9.5713,9.613010238733755
0.7061,0.3923,9.4144,9.448989568202519
0.7845,0.1569,9.179,9.21379937159476
0.7845,0.3923,9.0221,9.064636117903465
1.1768,0.2354,9.2575,9.334965326662976
0.7061,-0.1569,9.6497,9.676771409411302
0.9414,0.2354,9.4928,9.542269067679868
0.9414,0.2354,9.4144,9.464278867404532
0.5492,0.3138,9.5713,9.592177790783488
0.7845,0.6276,9.179,9.233816275516856
0.9414,0.0,9.7282,9.773643598985998
0.7061,0.4707,9.3359,9.374388753940174
0.6276,0.1569,9.179,9.201768328424706
0.863,0.0785,9.3359,9.376031146492636
0.7845,0.0785,9.4928,9.525484467469358
0.9414,0.1569,9.6497,9.696780994742532
0.863,0.2354,9.179,9.222484652196501
1.0199,0.0785,9.5713,9.62580604157387
0.863,0.1569,9.1006,9.142773483467694
0.6276,0.4707,9.0221,9.056143144849248
0.9414,0.0,9.3359,9.383243723254768
0.5492,0.1569,9.3359,9.353355925014295
0.6276,0.5492,9.2575,9.294988362015307
0.7845,0.6276,9.4144,9.467853472144572
1.2553,0.2354,9.3359,9.42285625805679
0.5492,0.0,9.5713,9.587043565667155
0.7061,0.2354,9.2575,9.287372966560566
0.7061,0.3138,9.4928,9.524195477309357
1.0983,0.0,9.5713,9.634108499492832
0.6276,0.0785,9.6497,9.670406097987819
1.4122,0.1569,9.3359,9.443408032061306
0.6276,0.3923,9.1006,9.130646275592982
0.7845,0.1569,9.3359,9.370116683905277
1.1768,0.2354,9.5713,9.646245647400859
0.7845,0.5492,9.1006,9.150845930841585
0.6276,0.2354,9.1006,9.125251518725388
0.9414,0.3138,9.4928,9.544524935270482
0.7061,0.0,9.3359,9.362564072944975
0.7061,0.5492,9.1006,9.144458333329537
0.7845,0.5492,9.179,9.228819095095536
0.7061,0.0,9.3359,9.362564072944975
0.7061,0.3138,9.8066,9.836994012908617
0.7845,0.0785,9.4144,9.447355707286563
1.1768,0.0785,9.6497,9.721508657610709
1.0983,0.0,9.3359,9.400281469190165
0.6276,0.3138,9.4144,9.440512674637963
0.7845,0.3138,9.3359,9.374056725879145
0.7061,0.3138,9.6497,9.680586642347661
0.4707,0.4707,10.042,10.064038999328252
0.4707,0.2354,9.6497,9.664040652853235
0.863,0.2354,9.4144,9.456802288300207
1.0983,0.0785,9.4928,9.556446880509514
0.6276,0.3138,9.6497,9.67517763609537
0.9414,0.0,9.5713,9.617484996089155
0.7061,0.1569,10.1989,10.224517398390987
0.3923,0.1569,9.4928,9.50219810043971
0.7845,0.2354,9.5713,9.606281127470714
0.7845,0.1569,9.5713,9.604678107568208
0.9414,0.0,9.4144,9.461350924683009
0.7061,0.5492,8.9437,8.988323956111062
0.863,0.0,8.7868,8.829078278053718
0.863,0.1569,9.4928,9.533238612874431
0.863,0.2354,9.6497,9.691072812129727
0.7061,0.0,9.4928,9.519024585008697
0.3138,0.2354,10.1205,10.128099715642614
0.6276,0.0,9.7282,9.748423308412493
0.6276,0.2354,10.3558,10.377470238935885
0.6276,0.3138,9.4928,9.518697602088219
0.6276,0.3138,9.4144,9.440512674637963
1.2553,0.2354,9.6497,9.733853365445771
0.7845,0.3138,8.7083,8.749194224612916
0.7845,0.0785,8.8652,8.900189522701188
0.5492,0.0785,9.3359,9.352369309431701
0.9414,0.2354,9.5713,9.620365419774865
0.863,0.4707,9.4928,9.543562192913086
0.9414,0.0,9.4928,9.539365062728233
0.7061,0.2354,9.0221,9.05274979108558
0.7845,0.2354,10.5127,10.544558535092875
0.7845,0.2354,9.6497,9.684397942050914
0.7845,0.3923,9.2575,9.298959392856815
1.0199,-0.1569,9.9636,10.016892660900385
0.5492,0.2354,9.1006,9.120194853181593
0.5492,-0.1569,9.5713,9.588327379684113
0.6276,0.3138,9.5713,9.596985771063746
0.7061,0.1569,9.4928,9.520317571383845
0.7061,0.3923,9.3359,9.370779333118458
0.7061,0.0785,10.1989,10.223614853367668
0.6276,0.3138,9.5713,9.596985771063746
0.7845,0.0785,9.4928,9.525484467469358
0.863,0.1569,9.4928,9.533238612874431
0.6276,0.0785,9.4928,9.513847583916826
0.7845,0.3138,8.9437,8.983522715505316
0.6276,0.0,9.7282,9.748423308412493
0.5492,0.3138,10.7481,10.766696089794678
0.863,0.0,9.5713,9.610127610495088
0.6276,0.3138,9.4928,9.518697602088219
1.1768,0.0785,9.5713,9.643692455693515
0.9414,0.0,9.2575,9.305242619620405
0.863,0.0785,9.4928,9.532270615650818
1.0199,0.1569,9.4144,9.47078354625424
0.7845,0.0785,9.4928,9.525484467469358
0.7845,0.3138,9.8851,9.921144727298357
0.7845,1.0983,9.6497,9.743634497968403
0.9414,0.0785,9.7282,9.773958842250154
0.9414,0.2354,9.4928,9.542269067679868
0.4707,0.2354,10.042,10.055781205356448
0.6276,0.5492,9.2575,9.294988362015307
0.7061,0.0,9.0221,9.049688702933377
0.7845,0.2354,9.4144,9.449961945426026
0.7061,0.2354,9.7282,9.756631878368681
0.4707,0.4707,9.4144,9.437904658344458
0.7061,0.3923,8.7868,8.823850108654385
0.863,0.0785,9.1006,9.141764141017859
0.7845,0.0785,9.4144,9.447355707286563
0.863,0.1569,9.179,9.220814910299415
0.7845,0.3138,9.4928,9.53032856359108
0.6276,0.6276,9.4144,9.456145667236731
0.7845,0.3923,8.7868,8.830469623978104
0.7845,0.2354,9.179,9.215470384630402
0.9414,0.0785,9.6497,9.695829325024238
0.6276,0.2354,9.4928,9.516435612139663
0.5492,0.6276,9.2575,9.294988362015307
0.863,0.4707,8.8652,8.919534658826098
0.9414,0.0,9.4144,9.461350924683009
0.7845,0.3138,9.3359,9.374056725879145
0.7061,0.3138,9.4928,9.524195477309357
1.1768,0.0,9.6497,9.721191713468055
1.0199,0.0,9.6497,9.703448155166285
0.3923,0.2354,9.4144,9.4255100556946
0.6276,0.1569,9.6497,9.67136026937266
0.7845,0.3923,9.5713,9.61140589248004
0.863,0.2354,9.4928,9.534853643344507
0.7061,0.0,9.4144,9.440842365488368
1.2553,0.1569,9.4144,9.499016952295644
0.7061,0.0,9.3359,9.362564072944975
0.7061,0.1569,9.4144,9.442146057967967
0.9414,0.2354,9.6497,9.698368791193701
0.6276,0.2354,9.8851,9.907799802680714
0.7061,0.0,9.7282,9.753791696053385
0.5492,0.1569,9.3359,9.353355925014295
0.6276,0.3138,9.2575,9.284053987886972
0.863,0.2354,9.4928,9.534853643344507
0.6276,0.1569,9.2575,9.280075733527179
0.6276,0.3138,10.042,10.066484798577903
0.863,0.3923,9.1006,9.149840908453
0.7845,0.0785,9.2575,9.291012256476685
0.6276,0.6276,9.6497,9.690432065186773
0.7061,0.3138,9.0221,9.055127611469647
0.7845,0.1569,9.2575,9.292005386890388
0.5492,0.0,9.5713,9.587043565667155
0.7061,0.0,9.5713,9.597310086685749
0.863,0.3923,9.4928,9.540016778287134
0.5492,0.0,9.179,9.195415251091164
0.5492,0.863,9.2575,9.313844313171657
0.6276,0.3138,9.3359,9.362231625526043
0.7061,0.2354,9.4144,9.443776666673138
0.9414,0.1569,9.4144,9.462651791649105
1.0983,0.3923,9.4144,9.486363346404143
0.9414,-0.1569,9.5713,9.618764747097208
1.4122,0.0,9.1006,9.209518402175002
0.9414,0.1569,8.8652,8.916424317516524
0.863,0.1569,9.6497,9.689483820101048
0.9414,0.0785,9.8066,9.851994710209704
0.5492,0.6276,9.3359,9.373074800192304
0.863,0.7845,9.4144,9.486365827333458
0.7845,0.3138,8.9437,8.983522715505316
0.7061,0.2354,9.4928,9.521934793412525
0.7845,0.3138,9.4928,9.53032856359108
1.0199,0.0,9.7282,9.781516817447077
0.6276,0.1569,9.5713,9.59313728975042
0.5492,0.6276,9.2575,9.294988362015307
0.7845,0.3138,9.2575,9.295978535904652
0.863,0.2354,9.5713,9.613010238733755
0.9414,0.0,9.6497,9.695511541429878
0.7845,0.4707,8.7868,8.834299801342492
0.5492,0.2354,9.4144,9.433343053234099
0.6276,0.1569,9.4928,9.514817455421834
0.7845,0.1569,9.3359,9.370116683905277
0.7845,0.0,10.042,10.072596698468573
0.7061,0.1569,9.2575,9.2857148927802
0.9414,0.1569,9.2575,9.30656530735158
0.7845,0.1569,9.6497,9.682807854646295
0.863,0.0785,9.7282,9.766719330972913
0.7061,0.2354,9.0221,9.05274979108558
0.7845,0.2354,9.0221,9.059202052057346
1.2553,0.0,9.5713,9.653266896755731
0.6276,0.1569,9.4144,9.436600379903773
0.7061,0.3923,9.3359,9.370779333118458
0.4707,0.3138,10.042,10.057921899179771
0.7061,0.2354,9.6497,9.67836248856179
0.863,0.1569,10.3558,10.392881229476261
0.863,0.0785,9.3359,9.376031146492636
1.4906,0.1569,9.8066,9.920479299408875
0.7061,0.863,9.3359,9.402253720252395
0.9414,0.1569,9.5713,9.618764747097208
